created_at,text
Thu Jul 03 17:36:41 +0000 2025,"Halo min, mau berbagi cerita supaya teman2 lain yg sedang berlibur di Yogya bisa berhati2. Hari ini kami sekeluarga singgah di SPBU Jl. Kaliurang untuk mampir sholat di musholahnya. Tiba2 ada orang asing berperawakan orang (t) masuk ke salah satu mobil rombongan kami dan langsung narik kunci mobil. Padahal di dalam mobil ada orang (pakde & anak perempuannya). Untung pakde saya refleknya cepet, berhasil megang tangan dan rebut kembali kuncinya. Setelah itu pelaku kabur dan berusaha dikejar oleh pakde saya. Pakde saya emosi karena kaget, apalagi di dalam mobil ada anak perempuannya. Pelaku penarikan kunci tsb dateng sama temen2nya (kalo gak salah total 3 orang, mereka bawa 2 mobil), ngaku dari Mandiri Tunas dan bilang mobil pakde saya bermasalah sambil bawa berkas2. Minta gesek nomor mesin dsb. Padahal mobil pakde dibeli cash.

Mobil pelaku plat AD (kami ada bukti foto, namun takutnya nopol palsu jadi tidak kami share). Para pelaku bilang â€œkalau bapak polisi akan kami lepasâ€. Kebetulan pakde saya emang polisi tapi gak mau ngaku, karena mau ngikutin alur permainannya. Pelaku tetep kekeuh kalau harus narik mobil pakde saya. Sempet berdebat panjang, pakde saya sengaja ulur2 waktu untuk manggil anggota polisi lain ke tempat. Tapi salah satu anggota keluarga kami keceplosan kalau pakde saya itu polisi. Akhirnya para pelaku tiba2 minta salim dan pergi gitu aja :). Untuk foto mobil pelaku sudah kami serahkan ke polisi temen pakde saya. Pokoknya harus hati2 kalau berhenti ditempat umum usahakan mobil dalam kondisi terkunci terus.

kejadian 3 Juli, sekitar jam 15.30 lur"
Sat Jul 05 11:37:12 +0000 2025,"~Halowww Warga Jogja Dan Sekitarnya, Ada Kabar Baru Nih Baru Saja Ada Maskapai Baru Lhoh Yang Baru Membuka Rute Dari Halim Perdana Kusuma Jakarta Menuju Bandara Adisutjipto Yogyakarta Yaitu Maskapai Fly JayağŸ¤©ğŸ¤©

Untuk Jadwal Pesawat Ini Terbang Dari Bandara Halim Perdana Kusuma Pada Pukul 08:20&14:30 Dan Terbang Dari Bandara Adisutjipto Pada Pukul 06:20&12:30 Untuk Spesifik Pesawat Ini Bermesin Twin-Turboprop Alias ATR Dan Pesawat Ini Memiliki Kelas Ekonomi

âœˆï¸FHS 105 Fly Jaya
ATR 72-500(PK-FJA)

Yuk Rasakan Sensasi Terbang Bersama Maskapai Baru Dari Nusantara IniğŸ«°

(deva_raharjo)"
Sat Jun 21 13:10:24 +0000 2025,"[foto] ""Merapi &amp; Seorang ibu yang sedang mencari rumput buat pakan ternak""

(_ulil.albab_) https://t.co/Col8YuK0cL"
Wed Jul 02 11:11:07 +0000 2025,"kemacetan pukul 17.51 area lempuyangan, raaa mlaku blassss

(Raflkvnsyh_) https://t.co/7Mt6I3rjpD"
Wed Jun 25 14:43:46 +0000 2025,"mau sedikit cerita helm temenku diambil 2 orang yg ada di video, kejadian tadi siang sekitar jam 13.20 di daerah nologaten selatan circle k, tujuan share ini biar semua lebih hati2 klo taruh helm di atas motor

gak nuntut ganti atau apapun temenku udah ikhlas mungkin yg ngambil butuh uang, cuman mungkin dengan ini bisa buat efek jera ke pelakunya biar bisa cari rezeki yg halal | @strwbaery"
Wed Jul 02 00:56:05 +0000 2025,"Samarkan identitasku min , sampah menumpuk di parkiran lantai 4 pasar Prambanan , tidak ada solusi , setelah sebelumnya menumpuk di lantai tiga sekarang cuma di pindah ke lantai 4 di parkiran ğŸ™ğŸ™ https://t.co/xY5VO5Fjhe"
Mon Jun 30 16:51:31 +0000 2025,"Senin 30 Juni 2025 Koordinator korban lomba tari gagalÂ fandy_s_wibowoÂ didampingi kuasa hukumÂ zainalpetir_Â dari LBH Petir dan BudayawanÂ wawanqu.adalimaÂ mendatangi Kantor Direktorat Reserse Kriminal Umum Polda Jawa Tengah untuk menanyakan perkembangan kasus pelaporan dugaan penipuan lomba tari yang mencatut nama Gubernur Jawa Tengah.

Berdasar keterangan dari penyidik sudah dilayangkan surat pemanggilan kepada ketua penyelenggara tetapi saat ini baru menunaikan ibadah haji namun kabar terbaru dari Rektor salah satu institusi tempat Ybs bekerja menyatakan sudah pulang jadi bisa segera untuk di mintai keterangan oleh penyidik.

Berdasar keterangan penyidik Ketua Penyelenggara segera akan dimintai keterangan nanti arahnya kemana siapa saja yang berkopenten dan terlibat dalam rangkaian lomba gelaran kegiatan semarak hari ibu suport UMKM pada 20-22 Desember 2024 di Taman Indonesia Kaya Kota Semarang kita tunggu gelar perkara jika memenuhi semua unsur.

Yang jelas penyelidikan tidak berhenti masih berlanjut semoga segera bisa segera ada titik terang setelah 6 bulan berjalan. Para korban serta orang tua, para pelaku seni budaya, pecinta seni tari dan masyarakat yang dari awal mengikuti kasus ini diharap sabar dan tenang.

Mari kawal terus perjuangan belum tuntas, panjang umur upaya baik âœŠâœŠâœŠ

(kumpulgayengsenibudaya)"
Mon Jun 30 20:06:17 +0000 2025,"Min tolong bantu up nama saya jangan dilihatkan ya 

Telang terjadi pencurian tas didalam mobil box , kemarin Senin sekitar jam 11 siang
 di Navagreen tlogorejo jl godean 

Siapa tau disini ada yg mengenali ciri2 seperti di Cctv tsb . https://t.co/Lh4LitjdJ3"
Thu Jun 26 07:39:26 +0000 2025,"Prosesi sedekah laut 1 suro di pantai drini, kabupaten gunungkidul, kamis 26 Juni 2025

Sedekah laut di Pantai Drini adalah tradisi tahunan yang dilakukan oleh masyarakat pesisir, khususnya para nelayan, sebagai wujud syukur atas hasil laut

(kotawonosari) https://t.co/NYCpwdSQg8"
Tue Jun 24 23:33:23 +0000 2025,"Update perkembangan kasus pencurian kandang burung kemarin yang awalnya akan diselesaikan secara kekeluargaan menjadi penahanan.

Hal ini berdasarkan hasil pengembangan oleh Polsek Sewon yang mendapatkan bukti baru dan menahan CB (27) warga pajangan sebagai pelaku pencurian uang kotak amal yang ada di warung soto.

CB mengakui telah membobol warung soto dan mencuri pisau stenlistil dan uang tunai di 3 buah kotak amal dengan jumlah Rp. 150.000,-

Kejadian ini diketahui pemilik warung saat mengecek warungnya yang dikabarkan bila pintu warungnya rusak. Selasa (24/6)

Sebelumnya CB sempat diamankan warga Pendowoharjo Sewon dikarenakan ketahuan mencuri kandang burung murai dengan cara memanjat ke lantai 2 rumah korban. | @inengahjeffry92"
Wed Jun 18 14:36:59 +0000 2025,"Selamat malam min, tolong nama saya disamarkan, min saya hanya bisa berkeluh kesah disini karena bingung harus gimana sama keadaan sekarang, saya udah diambang batas mau hidup atau pilih mati, kalau hidup kok ya berat, kalau mati kasian anak2 saya, dan saya yakin masih pengen punya masa depan, singkat cerita saya adalah anak angkat dari seorang pasutri yg lumayan mampu di Bekasi min, pasutri ini alias ortu angkat saya tdk bisa memiliki anak, saya diambil usia 6bulan, ortu asli saya keluarga tidak mampu makanya saya diberikan ke ortu angkat saya dengan tebusan uang di tahun 97 . Dari kecil saya tdk pernah mendapat perlakuan kecil dipukuli bahkan kalau tidak mau cuci piring dll tas sekolah, sepatu saya dibuang, saya dimaki maki didepan umum sama ibu saya, tetangga saya di Bekasi sering kasih support saya dulu waktu kecil sering bilang sabar, kadang dibelikan baju, jajanan dll . Karena gak tega liat saya dipukuli trs sama ibu angkat saya, semua kemauannya selama ini selalu saya turuti

Saya ngga tau mau ikut siapa, saya sering diancam, sampe akhirnya di tahun 2015, saya dipaksa masuk sekolah kebidanan di Klaten dan tahun 2018 setelah saya lulus, saya dijodohkan sama ibu saya ke orang desa tempat tinggal nenek di Gunungkidul, saya pecah tangis mimpi saya seketika hilang karena disuruh menikah, akhirnya saya mengikuti kemauan ibu saya min, dan setelah saya menikah sejauh ini, di tahun 2022 ortu saya bangkrut dan meninggalkan hutang, dan di 2023 dia tinggal bareng saya, kebetulan suami saya masih kerja honorer di Gunungkidul, gaji 400rb sebulan .

Semenjak nikah saya udh gapernah pengen merepotkan ibu saya, suami kerja honorer saya buka usaha pangkalan gas LPG dan kantin di SD tempat suami kerja, tapi setelah ibu saya bapak saya nenek saya pindah ikut ke saya, semua biayanya ditampung, bahkan saya dimaki gak tau diri dll, karena dia dulu udh sekolahin saya dll, sekarang gantian hidupnya minta ditanggung saya, kalo gas sayur habis saya langsung dimaki2 . Mau ga mau drpd saya malu sama tetangga akhirnya saya beli, saya bingung gaji suami gak mencukupi buat hidup, saya udh cari usaha lain paling pol di desa dapet 2jt perbulan, itu pun saya nanggung hidup ortu angkat dan nenek saya, suami saya gak bisa apa2 karena ngalah sama ibu saya, kalau dia bertindak ibu saya palying victim seakan kita yg jahat gak mau ngurusin dia dll, saya mau ngelamar kerja sampe gabisa bertahan lama, karena setiap mau gajian udh dimintain ini itu kudu tersedia, gimana ya min caranya supaya ortu gak nuntut ini itu, padahal saya juga butuh uang buat kehidupan.

Saya sehari2 . 
Mau kabur dari rumah tapi saya isin, pasti ortu saya di desa berkoar koar

Saya dituntut buat mencukupi hidup, sementara gaji suami juga blm cukup . 
Kalo gak dicukupi saya dimaki, dirumah barang dibanting2, akhirnya nanti saya berantem sama suami saya, saya udh penat banget sebenernya dirumah ğŸ¥²
Makasih kak sekian cerita dari saya, semoga bisa ada solusi atau pekerjaan yg layak untuk saya setelah ini . Terimakasih kak sebelumnyağŸ™"
Fri Jun 20 18:53:38 +0000 2025,"[Breaking News] 01:32 wib info awal terjadi kecelakaan mobil di Bangjo Denggung Sleman Yogyakarta, sudah ada petugas kepolisian di lokasi 
Untuk, Kronologi belum tahu , tadi pas lewat keadaan sudah seperti itu, tetap hati hati saja saat berkendara lur 

(arctcmnkyy) https://t.co/i9V6o1hHhz"
Fri Jun 20 10:23:37 +0000 2025,Demo truk sudah di ring road depan pakuwon lur https://t.co/qDGWpQx9ZS
Wed Jun 18 08:53:08 +0000 2025,"[Foto] Lava Fall Merapi Volcano

Unggah BarengÂ solorayalandscaper
Rabu, 18 Juni 2025

ğŸ“ Srumbung, Magelang

(deamro_) https://t.co/QcCyQPnMnK"
Tue Jul 08 08:19:25 +0000 2025,"Ijin share min, hampir saja dapat musibah garaâ€ orang ngawur (makluwer, tibaâ€ nyebrang tanpa sein tanpa lihat belakang). Klo smp tertabrak apa ya gak panjang urusannya itu td, blm lg klo parah pasti yg selalu diberatkan yg bawa mobil.

Lokasi:
Utara TB Vijaya, Ringroad manding, Bantul

Akunku disamarkan saja ya min, hanya pgn mengingatkan. Ttp fokus dan waspada dijalan."
Wed Jun 18 09:42:46 +0000 2025,"Warga Dusun Jimatan, Kulon Progo, pagi tadi mendatangi Balai Kalurahan Jatirejo menuntut Dukuh DA (50) mundur. Ia dituding berselingkuh dengan seorang wanita.

â€œYa kemarin memang ada masalah yang saru lah, jadi punya selingkuhan, dan itu jadi permasalahan di warga. Yang jelas warga sudah mosi tidak percaya kepada Pak Dukuh dan itu mengadu ke kalurahan, hasilnya tadi pak Dukuh mengakui terus bersedia mengundurkan diri,â€ ucap tokoh masyarakat Jimatan, Aris Cahyono saat ditemui di lokasi.

Wanita yang mengaku sebagai selingkuhan bahkan menyebut telah memiliki anak dari DA, yang diperkuat surat pernyataan.

â€œItu cuma pengakuan dari pihak wanitanya. Tapi untuk bukti-bukti kami belum ada, tapi mungkin ada pengakuan dari pihak wanita. Selain pengakuan juga ada surat pernyataan dari pak dukuh yang menyatakan si wanita itu punya anak dan itu adalah anaknya Pak Dukuh,â€ terang Aris.

Selain itu, warga juga menyoroti kinerja DA yang dianggap kurang baik.

Pie komentarmu, Dab?

(detikjogja_)"
Wed Jul 02 09:20:32 +0000 2025,"Pukul 15:05 tadi,
Ada percikan api dr kabel listrik karna hujan deras di ringroad sebelum underpass kentungan, dr arah monjali,
Itu video hanya sedikit dr percikan, sudah terjadi berulang sebelum video itu,
Semoga bisa lolos dan bisa ditindaklanjuti sm yg berkewajiban, pln
Terimakasih kak,

(vani.yori)"
Thu Jun 19 12:53:55 +0000 2025,"Suatu pagi di satu pasar dekat kaki Merapiâ€¦
.
.

Blusukan pasar bareng temen temen anti kenyang clubğŸ˜‚ Thanks guys!

(ariamphibia_life) https://t.co/VXvzIeEyB4"
Tue Jul 01 01:12:33 +0000 2025,"Melihat Merapi lebih dekat

(ramadhanady_) https://t.co/nw8dMZu3kH"
Sun Jul 06 15:04:12 +0000 2025,"Satreskrim Polresta Sleman telah mengamankan pelaku kasus dugaan tindak pidana secara bersama-sama melakukan kekerasan sebagaimana dimaksud dalam Pasal 170 KUH Pidana, yang terjadi pada Sabtu, 5 Juli 2025 sekitar pukul 05.00 WIB di simpang tiga Bantulan, Sidoarum, Godean, Sleman.

Kapolresta Sleman Kombes Pol. Edy Setyanto Erning Wibowo, S.I.K., M.H. mengatakan bahwa Polri telah melayani dengan baik aksi solidaritas dadakan para driver ojol yang menanyakan terkait penanganan diduga pelaku penganiayaan dan meminta untuk proses hukum,

â€œSatreskrim Polresta Sleman memproses profesional,â€ imbuhnya.

Namun ada beberapa oknum ojol yang justru malah melakukan penganiayaan terhadap warga kampung Bantulan dan bahkan melakukan pelemparan serta pengerusakan mobil dinas kepolisian pada saat aksi.

Peristiwa berawal saat personel Polres beserta Polsek Godean melakukan pengamanan untuk mengantisipasi keributan antara warga setempat dan driver ojek online. Saat personel penyekatan, beberapa oknum ojol melakukan tindakan anarkis dengan membakar ban, melempar batu ke arah petugas, serta merusak mobil dinas Polsek Godean jenis Isuzu Panther No. Pol 3002-32-XXIV. Akibatnya, kendaraan dinas mengalami kerusakan berat di seluruh bagian.
Bahkan ada warga masyarakat yang dipukul oleh oknum ojol.

Melalui penyelidikan cepat, Satreskrim Polresta Sleman berhasil mengamankan dua orang terduga pelaku, masing-masing berinisial:
â€¢ BAP (18), pelajar, warga Caturharjo, Sleman.
â€¢ MTA (18), pelajar, warga Banguntapan, Bantul.

Barang bukti yang turut diamankan antara lain:
â€¢ 3 (tiga) unit sepeda motor.
â€¢ Sejumlah batu.
â€¢ 2 (dua) buah helm.
â€¢ Jaket dan celana.

Saat ini, Satreskrim Polresta Sleman masih melakukan penyelidikan lanjutan guna mengidentifikasi dan mengamankan pelaku lainnya yang diduga terlibat dalam aksi pengerusakan tersebut.

Kapolresta Sleman menegaskan kembali, Polresta Sleman tidak mentolerir dan akan menindak tegas terhadap pelaku tindak kriminal yang mengganggu ketertiban umum.

Kami himbau kepada pelaku lainnya untuk menyerahkan diri. Kami akan kejar dan cari untuk mempertanggungjawabkan perbuatannya

(polrestasleman)"
Mon Jun 16 01:48:30 +0000 2025,"Assalamu'alaikum min, ijin sharing kejadian penipuan yang terjadi sama saya bbrpa hari lalu.. 

Saya kerja di salah satu instansi, bbrpa hari lalu sewaktu jam istirahat ada sales penjual lampu yang masuk-masuk ke ruangan dan menawarkan lampu (merek 
Lunaled Magic). Waktu kejadian saya sedang diruangan mengerjakan laporan, si penipu ijin menawarkan lampunya (tadinya saya tdk berminat krn saya tdk membutuhkan lampu saat ini) tapi liat tampang penjualnya jd merasa iba dan kasihan. Jadi saya persilahkan dia menawarkan dagangannya. Dia pinter ngomong dan menawarkan dagangannya, dia mengeklaim lampu ini tidak hanya lampu emergency tapi saat mati lampu nantinya 5 lampu yang ada disekitar lampu ini bisa menyala selama 5 jam. Saya mulai tertarik dengan klaim lampu ini. Akhirnya saya bermaksud membeli 1, tapi si bpk dg muka memelas dan mohon dibantu utk membeli sisa dagangannya krn hari ini terakhir tanggal targetnya.
.
Karena kasihan saya mencoba menawarkan ke beberapa rekan saya (diluar instansi tmpt saya bekerja), dan teman saya mau membeli 4 lampunya. Dia bilang biasanya dia menjual dg harga 85rb, tp krn dia hanya menghabiskan target jadi dijual dg harga 60rb saja. (Disini saya sdh mencoba search di shopee dan jelas harga di shopee jauh lebih murah) tp krn kasihan dan disini dia menjanjikan bisa garansi jika ada kerusakan utk 3 tahun di gerai yg sudah dia tunjukkan. 
Singkat kata saya akhirnya membeli 5 buah lampu (krn saya terburu2 krn pekerjaan saya tdk minta dicoba semua lampunya dulu) , tp krn saya tdk ada uang cash saya minta utk di transfer. Nah diawal dia mengaku namanya bintang, tapi nama rekening yg dia berikan atas nama MUHAMMAD RIZKI HARIY (dia bilang ini norek atasannya). Saya jg minta no telpnya utk jaga2 jika ada komplain. Ketika sampai rumah saya coba ternyata 2 lampunya mati min. Saya WA ke nomor yg dia beri centang 1 sampai hari ini.

Setelah sharing2 dg teman saya, ternyata bbrpa teman saya jg mengalami hal yg sama dg modus dan pelaku yg sama min. Utk teman2 jika ada yang bertemu dg pelaku mohon segera diamankan saja dan jangan terperdaya ucapannya. (Ciri-ciri pelaku: tinggi, kulit coklat, pakai kacamata, gigi ompong depan, perokok, pakai tas punggung)

Terimakasih min, 
Mohon disembunyikan nama saya ya min"
Fri Jul 04 13:16:50 +0000 2025,"Saatnya mengeluarkan kata kata

Tulung nek koncomu mbuh Lanang opo wedok ketok lesu tur ora semangat dijak ngobrol ora di nengke wae

Meskipun Kowe ora isoh ngenehi solusi sak ora orane isoh dadi tempat berkeluh kesah koncomu kuwi.
Ben ora kedadeyan hal hal sek ora di pengeni"
Tue Jun 24 10:56:09 +0000 2025,"Selamat Sore min, tolong bantu di up
Trans Jogja sampai saat ini belum punya rute yang langsung ke Alun-Alun Sleman. Padahal ini bisa jadi opsi transportasi umum yang sangat membantu masyarakat, apalagi yang nggak punya kendaraan pribadi. Alun-Alun Sleman itu salah satu pusat keramaian dan aktivitas warga, tapi akses ke sana masih terbatas kalau nggak bawa motor atau mobil.
Harapannya, ke depan bisa dipertimbangkan adanya rute TJ yang langsung atau setidaknya melewati Alun-Alun Sleman. Supaya warga punya alternatif mobilitas yang murah, aman, dan ramah lingkungan.
Disclaimer: Masukan ini murni dari pengalaman pribadi sebagai warga yang peduli dengan transportasi umum. Nggak ada niat untuk menyalahkan atau menjatuhkan pihak mana pun. Mohon juga nama saya tidak disebutkan ya, demi kenyamanan bersama dan menghindari salah paham dari pihak lain.
Terima kasih."
Thu Jun 19 10:24:35 +0000 2025,"PT KAI memberikan ultimatum kepada warga Tegal Lempuyangan untuk segera angkat kaki dari lahannya. Tapi warga belum ingin pergi sekarang, mereka berharap bisa tetap tinggal sampai Agustus agar bisa merayakan Hari Kemerdekaan RI di tempat yang sudah mereka huni bertahun-tahun.

Menanggapi hal tersebut, Gubernur Daerah Istimewa Yogyakarta (DIY), Sri Sultan Hamengku Buwono (HB) X pun angkat bicara.

(detikjogja_)"
Sat Jun 21 16:45:03 +0000 2025,"Min izin menginfokan ada mobil masuk selokan mataram deket RS.Hermina untuk kronologi lengkap belum tau tapi kayake supirnya ngantuk min, sudah ada polisi dan ambulan di tempat, terimakasih.

(_abrijendra) https://t.co/g7qFxJzYP2"
Sun Jun 29 00:01:38 +0000 2025,"Samperin CFD Jombang &amp; ALWAys fun di Alun-alun Wates, Kulonprogo readyâœ…ï¸

Buka Lapak Baca Buku dan Mainan GRATIS!

Monggo mampir jangan ragu apalagi takut | @MraenMimpi https://t.co/zeqH0QdAjO"
Mon Jun 16 00:57:50 +0000 2025,"Jangan lupa datang ke embung manajar boyolali ya teman teman
.

(malieqmaul) https://t.co/r6D6mrhLB3"
Tue Jun 24 16:51:19 +0000 2025,"Ada jumbo lg nyambut kalian di stasiun tugu Jogja ğŸ¤©

(ryanarino_) https://t.co/a0zPWaGiyn"
Tue Jun 17 08:24:58 +0000 2025,"RT @i_pramadhanii: Mohon bantuanya min, motor adik saya tlah dipmjam sm org ini,nmn blum ada etikad baik untuk dikembalikan, dan trnyata inâ€¦"
Sat Jul 05 11:48:09 +0000 2025,"Hallo admin mohon bantu up

Kejadian di rumah ibu saya jam 03.42 tgl 5 Juli 2025
Terjadi pencurian daleman pada pagi tadi di Tirtosari Kretek bantul ,Yogyakarta. Hal yang aneh dan menakutkan orang yang mencuri daleman memfoto saya dan ibu saya dalam keadaan tidur dari balik jendela, kemudian bergegas pergi. Jujur kejadian ini amat sangat meresahkan. Mohon untuk bantu shareğŸ™ğŸ»"
Tue Jul 01 08:36:52 +0000 2025,"Jam 14:15 ada truck macet ditengah jalan jendral sudirman min, depan pizza hut / cimb niaga. Harap pelan-pelan bila lewat jalan ini saat ini.

(hegafaathir) https://t.co/n5sO6mauyR"
Sun Jun 22 11:02:22 +0000 2025,"Alhamdulillah, cah Gunungkidul menang balapan ning Itali, lur! 

ğŸ‡®ğŸ‡©ğŸ† Veda Ega Pratama Ukir Sejarah di Red Bull Rookies Cup 2025. 

Dua kali raih podium 1 di Red Bull Rookies Cup 2025 seri Mugello, Italia, Race 1 (21 Juni) dan Race 2 (22 Juni). ğŸ | @HerinoorCh https://t.co/sEYo6UNNmH"
Fri Jun 27 13:51:05 +0000 2025,"Siapa sangka Waduk Gajah Mungkur Wonogiri bisa sekalem ini vibes-nya. Angin sepoi, view air tenang, dan langit biruâ€”berasa lagi healing di korea.

(hyoubie) https://t.co/zsrvsIvTcJ"
Mon Jun 16 13:35:10 +0000 2025,"Min mau cerita, saya dan teman saya kehabisan bensin di depan casagrande, daerah maguwo, baru nuntun sebentar, Alhamdullilah ada yang tiba-tiba berhenti bapak separuh baya menanyakan ""kenapa le"" saya jawab kehabisan bensin
Terus bapak nya langsung minta saya boncengan dengan beliau dan dia menuntun motor  dan teman saya membawa motor saya, beliau dengan ikhlas menggunakan kaki beliau untuk mendorong motor saya

Sampai Pom bensin dia hanya senyum, saya berikan uang tidak mau dan saya minta untuk motornya diisikan bensin juga tidak mau, saya terenyuh dari Beliau yang tidak meminta imbalan apa2, saya berharap dan berdoa beliau sehat dan panjang umur aamiinâœ¨ğŸ¤²
Dari sini saya percaya masih banyak orang baik dan hanya oknum2 yang jahat

(Roy_ka9)"
Wed Jul 02 17:11:04 +0000 2025,"min mau cerita
ada kejadian hal tidak senonoh yg terjadi ke saya dan 1 temen cewe saya hari ini rabu 2 juli sekitar pukul 16.00, di sekitar daerah klajuran min, ada bapak bapak di dalem mobil yg mobilnya lagi dalam keadaan berhenti ngeliatin saya & temen saya terus. karna saya membelakangi cowo yg di mobil tsb, dan yg notice awalnya temen saya, setelah saya di kasi tau sm temen, ternyata bapak bapak yg di dalem mobil itu lg m4sturbasi sambil ngeliatin kita, padahal diliat sama orang orang sekitar karna memang kaca mobil nya gak gelap kalau dari luar,  dan kalau dari segi pakaian tidak mengundang karna saya & teman saya kebetulan pakai baju tertutup. Dan aneh nya setelah On*n* dia melanjutkan makan min. 

Tolong kalau di up, akun ini jangan di spill yaa min, terimakasih ğŸ™"
Mon Jun 23 08:00:29 +0000 2025,"14: 57 Hujan + Macet di Dekat Monumen Jogja kembali Yogyakarta , hati hati yang akan melintas daerah tersebut

(Akmal haris) https://t.co/6gQMeZHIlP"
Wed Jun 25 15:11:53 +0000 2025,"Pukul 21;42 kondisi ring road arah blok O min masih macet total lur , harap bersabar yang melintas lokasi tersebut https://t.co/DZ9Dy8CyM8"
Fri Jul 04 11:16:08 +0000 2025,"Uneg-uneg Min.
Perihal Mafia TKD, kita sudah melihat Perangkat desa di Catursiji, Candymoon, Magu wow, hingga yang terbaru Di Karobahan, saling balapan masuk ""sekolah"". Padahal kesalahan e sepele, Nyewake, ora sesuai ""karepe juragan"".

Namun unik, ketika di Kalurahan sisi Timur Sleman, sejak awal 2023, APeHahaha heboh di media, infonya sudah memeriksa 30an saksi. Dari belasan titik laporan masyarakat, cuma 1 titik yang dikerjakan APeHahaha (konon isunya karena titik itu yang paling tinggi nilainya, berkisar Rp 3 milyaran kerugian negara). Raja Kecil sudah Nerima undangan warna pink kembang-kembang.

Dan sampai detik ini, Juli 2025 , meski sudah disita titik itu. Belum ada perangkat desa yang berangkat ""sekolah"" .
Padahal ngga cuma ""Nyewake sing ora sesuai karepe Juragan e"", tapi diduga ""adol lemah e Juragan e, Karo hobi nggasruk lemah e Juragan e""

Infonya juga masyarakat sudah bersurat ke Raja Besar, Raja setengah Besar, kok Yo do anteng2 ya ?. Ampuh bener ya min, si Krucil, Raja Kecil.
Kalau di One Piece, seperti Doflaminggo. ğŸ˜‚

Disamarkan ya min nama saya.
by : Sun God Nika"
Tue Jul 08 04:17:15 +0000 2025,"Min area hos Cokroaminoto ada pipa PDAM bocor, dah banyak korban kecelakaan di sini, soalnya jalan nya ambles, Deket palang pintu kereta api

(Danangriosutopo) https://t.co/JhphmhG802"
Wed Jun 25 15:50:38 +0000 2025,"22:34 Lapor min ada orang nebar bunga di jalan tiban minggir sleman

(Heriaji_13) https://t.co/GbGaB8L3Us"
Mon Jun 23 17:52:25 +0000 2025,"Hal yg sering terjadi ketika musim liburan ğŸ˜…

Macettt polll !!!

(ryanarino_) https://t.co/CufuLtcP2s"
Thu Jul 03 00:50:55 +0000 2025,"07:44 Bocor pipa pdam, sudah 2 mingguan di biarkan ni. Lokasi deket rel kereta jln  hos cokro https://t.co/7lOfP5LddA"
